_previousMonth,_previousYear,Date,Investment Value,Type of structure,_valueConnector,Dollars
2014-02-01,2013-03-01,2014-03-01,Unadjusted - constant,Total institutional and governmental,6312362,6312362
2014-02-01,2013-03-01,2014-03-01,Unadjusted - constant,Total residential,42993508,42993508
2014-02-01,2013-03-01,2014-03-01,Unadjusted - current,Total commercial,18687245,18687245
2014-02-01,2013-03-01,2014-03-01,Unadjusted - current,Total industrial,2872005,2872005
2014-02-01,2013-03-01,2014-03-01,Unadjusted - current,Total institutional and governmental,6438609,6438609
2014-02-01,2013-03-01,2014-03-01,Unadjusted - current,Total residential,44239546,44239546
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - constant,Total commercial,17531934,17531934
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - constant,Total industrial,3104479,3104479
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - constant,Total institutional and governmental,6515562,6515562
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - constant,Total residential,76112008,76112008
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - current,Total commercial,18056041,18056041
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - current,Total industrial,3196163,3196163
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - current,Total institutional and governmental,6711670,6711670
2014-03-01,2013-04-01,2014-04-01,Seasonally adjusted - current,Total residential,78408555,78408555
2014-03-01,2013-04-01,2014-04-01,Unadjusted - constant,Total commercial,16841541,16841541
2014-03-01,2013-04-01,2014-04-01,Unadjusted - constant,Total industrial,3094059,3094059
2014-03-01,2013-04-01,2014-04-01,Unadjusted - constant,Total institutional and governmental,5766164,5766164
2014-03-01,2013-04-01,2014-04-01,Unadjusted - constant,Total residential,56799583,56799583
2014-03-01,2013-04-01,2014-04-01,Unadjusted - current,Total commercial,17397312,17397312
2014-03-01,2013-04-01,2014-04-01,Unadjusted - current,Total industrial,3196163,3196163
2014-03-01,2013-04-01,2014-04-01,Unadjusted - current,Total institutional and governmental,5956447,5956447
2014-03-01,2013-04-01,2014-04-01,Unadjusted - current,Total residential,58541562,58541562
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - constant,Total commercial,17454262,17454262
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - constant,Total industrial,3339470,3339470
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - constant,Total institutional and governmental,3885547,3885547
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - constant,Total residential,98745210,98745210
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - current,Total commercial,18141246,18141246
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - current,Total industrial,3469839,3469839
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - current,Total institutional and governmental,4038845,4038845
2015-01-01,2014-02-01,2015-02-01,Seasonally adjusted - current,Total residential,102597440,102597440
2015-01-01,2014-02-01,2015-02-01,Unadjusted - constant,Total commercial,18064569,18064569
2015-01-01,2014-02-01,2015-02-01,Unadjusted - constant,Total industrial,3342812,3342812
2015-01-01,2014-02-01,2015-02-01,Unadjusted - constant,Total institutional and governmental,3703931,3703931
2015-01-01,2014-02-01,2015-02-01,Unadjusted - constant,Total residential,79603792,79603792
2015-01-01,2014-02-01,2015-02-01,Unadjusted - current,Total commercial,18751022,18751022
2015-01-01,2014-02-01,2015-02-01,Unadjusted - current,Total industrial,3469839,3469839
2015-01-01,2014-02-01,2015-02-01,Unadjusted - current,Total institutional and governmental,3844681,3844681
2015-01-01,2014-02-01,2015-02-01,Unadjusted - current,Total residential,82604772,82604772
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - constant,Total commercial,17058637,17058637
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - constant,Total industrial,3205589,3205589
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - constant,Total institutional and governmental,3480823,3480823
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - constant,Total residential,85681932,85681932
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - current,Total commercial,17745862,17745862
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - current,Total industrial,3333971,3333971
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - current,Total institutional and governmental,3620550,3620550
2015-02-01,2014-03-01,2015-03-01,Seasonally adjusted - current,Total residential,89087823,89087823
2015-02-01,2014-03-01,2015-03-01,Unadjusted - constant,Total commercial,16937052,16937052
2015-02-01,2014-03-01,2015-03-01,Unadjusted - constant,Total industrial,3211918,3211918
2015-02-01,2014-03-01,2015-03-01,Unadjusted - constant,Total institutional and governmental,3209041,3209041
2015-02-01,2014-03-01,2015-03-01,Unadjusted - constant,Total residential,59873993,59873993
2015-02-01,2014-03-01,2015-03-01,Unadjusted - current,Total commercial,17580660,17580660
2015-02-01,2014-03-01,2015-03-01,Unadjusted - current,Total industrial,3333971,3333971
2015-02-01,2014-03-01,2015-03-01,Unadjusted - current,Total institutional and governmental,3330985,3330985
2015-02-01,2014-03-01,2015-03-01,Unadjusted - current,Total residential,62110674,62110674
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - constant,Total commercial,16583694,16583694
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - constant,Total industrial,3027960,3027960
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - constant,Total institutional and governmental,3091233,3091233
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - constant,Total residential,67169266,67169266
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - current,Total commercial,17285570,17285570
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - current,Total industrial,3154197,3154197
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - current,Total institutional and governmental,3221339,3221339
2015-03-01,2014-04-01,2015-04-01,Seasonally adjusted - current,Total residential,69820286,69820286
2015-03-01,2014-04-01,2015-04-01,Unadjusted - constant,Total commercial,15778666,15778666
2015-03-01,2014-04-01,2015-04-01,Unadjusted - constant,Total industrial,3018370,3018370
2015-03-01,2014-04-01,2015-04-01,Unadjusted - constant,Total institutional and governmental,2753573,2753573
2015-03-01,2014-04-01,2015-04-01,Unadjusted - constant,Total residential,49494351,49494351
2015-03-01,2014-04-01,2015-04-01,Unadjusted - current,Total commercial,16488706,16488706
2015-03-01,2014-04-01,2015-04-01,Unadjusted - current,Total industrial,3154197,3154197
2015-03-01,2014-04-01,2015-04-01,Unadjusted - current,Total institutional and governmental,2877484,2877484
2015-03-01,2014-04-01,2015-04-01,Unadjusted - current,Total residential,51482118,51482118
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - constant,Total commercial,17982316,17982316
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - constant,Total industrial,3087102,3087102
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - constant,Total institutional and governmental,3231096,3231096
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - constant,Total residential,92512662,92512662
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - current,Total commercial,18972145,18972145
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - current,Total industrial,3257412,3257412
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - current,Total institutional and governmental,3406871,3406871
2015-11-01,2014-12-01,2015-12-01,Seasonally adjusted - current,Total residential,96549038,96549038
2015-11-01,2014-12-01,2015-12-01,Unadjusted - constant,Total commercial,19090541,19090541
2015-11-01,2014-12-01,2015-12-01,Unadjusted - constant,Total industrial,3096399,3096399
2015-11-01,2014-12-01,2015-12-01,Unadjusted - constant,Total institutional and governmental,3173575,3173575
2015-11-01,2014-12-01,2015-12-01,Unadjusted - constant,Total residential,88191666,88191666
2015-11-01,2014-12-01,2015-12-01,Unadjusted - current,Total commercial,20083249,20083249
2015-11-01,2014-12-01,2015-12-01,Unadjusted - current,Total industrial,3257412,3257412
2015-11-01,2014-12-01,2015-12-01,Unadjusted - current,Total institutional and governmental,3338601,3338601
2015-11-01,2014-12-01,2015-12-01,Unadjusted - current,Total residential,91917401,91917401
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - constant,Total commercial,18017962,18017962
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - constant,Total industrial,3088269,3088269
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - constant,Total institutional and governmental,3233996,3233996
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - constant,Total residential,98025582,98025582
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - current,Total commercial,18919185,18919185
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - current,Total industrial,3242907,3242907
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - current,Total institutional and governmental,3398320,3398320
2015-12-01,2015-01-01,2016-01-01,Seasonally adjusted - current,Total residential,102025549,102025549
2015-12-01,2015-01-01,2016-01-01,Unadjusted - constant,Total commercial,18588706,18588706
2015-12-01,2015-01-01,2016-01-01,Unadjusted - constant,Total industrial,3085544,3085544
2015-12-01,2015-01-01,2016-01-01,Unadjusted - constant,Total institutional and governmental,3052495,3052495
2015-12-01,2015-01-01,2016-01-01,Unadjusted - constant,Total residential,88463159,88463159
2015-12-01,2015-01-01,2016-01-01,Unadjusted - current,Total commercial,19536730,19536730
2015-12-01,2015-01-01,2016-01-01,Unadjusted - current,Total industrial,3242907,3242907
2015-12-01,2015-01-01,2016-01-01,Unadjusted - current,Total institutional and governmental,3208172,3208172
2015-12-01,2015-01-01,2016-01-01,Unadjusted - current,Total residential,92044269,92044269
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - constant,Total commercial,17542980,17542980
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - constant,Total industrial,2786334,2786334
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - constant,Total institutional and governmental,3230143,3230143
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - constant,Total commercial,20465141,20465141
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - constant,Total industrial,4173722,4173722
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - constant,Total institutional and governmental,5720995,5720995
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - constant,Total residential,93893827,93893827
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - current,Total commercial,19512339,19512339
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - current,Total industrial,3980244,3980244
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - current,Total institutional and governmental,5456044,5456044
2010-03-01,2009-04-01,2010-04-01,Seasonally adjusted - current,Total residential,89395978,89395978
2010-03-01,2009-04-01,2010-04-01,Unadjusted - constant,Total commercial,20064263,20064263
2010-03-01,2009-04-01,2010-04-01,Unadjusted - constant,Total industrial,4159085,4159085
2010-03-01,2009-04-01,2010-04-01,Unadjusted - constant,Total institutional and governmental,5072193,5072193
2010-03-01,2009-04-01,2010-04-01,Unadjusted - constant,Total residential,76144567,76144567
2010-03-01,2009-04-01,2010-04-01,Unadjusted - current,Total commercial,19201500,19201500
2010-03-01,2009-04-01,2010-04-01,Unadjusted - current,Total industrial,3980244,3980244
2010-03-01,2009-04-01,2010-04-01,Unadjusted - current,Total institutional and governmental,4854088,4854088
2010-03-01,2009-04-01,2010-04-01,Unadjusted - current,Total residential,72605388,72605388
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - constant,Total commercial,20381605,20381605
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - constant,Total industrial,4358207,4358207
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - constant,Total institutional and governmental,5938557,5938557
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - constant,Total residential,91128350,91128350
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - current,Total commercial,19455888,19455888
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - current,Total industrial,4161351,4161351
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - current,Total institutional and governmental,5670500,5670500
2010-04-01,2009-05-01,2010-05-01,Seasonally adjusted - current,Total residential,86861464,86861464
2010-04-01,2009-05-01,2010-05-01,Unadjusted - constant,Total commercial,19484529,19484529
2010-04-01,2009-05-01,2010-05-01,Unadjusted - constant,Total industrial,4348330,4348330
2010-04-01,2009-05-01,2010-05-01,Unadjusted - constant,Total institutional and governmental,5425507,5425507
2010-04-01,2009-05-01,2010-05-01,Unadjusted - constant,Total residential,92284905,92284905
2010-04-01,2009-05-01,2010-05-01,Unadjusted - current,Total commercial,18646695,18646695
2010-04-01,2009-05-01,2010-05-01,Unadjusted - current,Total industrial,4161351,4161351
2010-04-01,2009-05-01,2010-05-01,Unadjusted - current,Total institutional and governmental,5192211,5192211
2010-04-01,2009-05-01,2010-05-01,Unadjusted - current,Total residential,88001294,88001294
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - constant,Total commercial,19916925,19916925
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - constant,Total industrial,4327717,4327717
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - constant,Total institutional and governmental,6060829,6060829
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - constant,Total residential,90795481,90795481
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - current,Total commercial,19039542,19039542
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - current,Total industrial,4137679,4137679
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - current,Total institutional and governmental,5794792,5794792
2010-05-01,2009-06-01,2010-06-01,Seasonally adjusted - current,Total residential,86667601,86667601
2010-05-01,2009-06-01,2010-06-01,Unadjusted - constant,Total commercial,18336855,18336855
2010-05-01,2009-06-01,2010-06-01,Unadjusted - constant,Total industrial,4323593,4323593
2010-05-01,2009-06-01,2010-06-01,Unadjusted - constant,Total institutional and governmental,5967490,5967490
2010-05-01,2009-06-01,2010-06-01,Unadjusted - constant,Total residential,105898522,105898522
2010-05-01,2009-06-01,2010-06-01,Unadjusted - current,Total commercial,17548370,17548370
2010-05-01,2009-06-01,2010-06-01,Unadjusted - current,Total industrial,4137679,4137679
2010-05-01,2009-06-01,2010-06-01,Unadjusted - current,Total institutional and governmental,5710888,5710888
2010-05-01,2009-06-01,2010-06-01,Unadjusted - current,Total residential,101011092,101011092
2010-06-01,2009-07-01,2010-07-01,Seasonally adjusted - constant,Total commercial,19873468,19873468
