_previousMonth,_previousYear,Date,Industry (NAICS),_changeCalc,_valueConnector,Persons
August 2013,September 2012,2013-09-01,Accommodation and food services,12,16300,16300
September 2013,October 2012,2013-10-01,Accommodation and food services,12,16100,16100
October 2013,November 2012,2013-11-01,Accommodation and food services,12,15400,15400
November 2013,December 2012,2013-12-01,Accommodation and food services,12,14500,14500
December 2013,January 2013,2014-01-01,Accommodation and food services,12,14500,14500
January 2014,February 2013,2014-02-01,Accommodation and food services,12,13800,13800
February 2014,March 2013,2014-03-01,Accommodation and food services,12,13900,13900
March 2014,April 2013,2014-04-01,Accommodation and food services,12,13600,13600
April 2014,May 2013,2014-05-01,Accommodation and food services,12,14200,14200
May 2014,June 2013,2014-06-01,Accommodation and food services,12,14300,14300
June 2014,July 2013,2014-07-01,Accommodation and food services,12,14200,14200
July 2014,August 2013,2014-08-01,Accommodation and food services,12,14600,14600
August 2014,September 2013,2014-09-01,Accommodation and food services,12,15000,15000
September 2014,October 2013,2014-10-01,Accommodation and food services,12,15500,15500
October 2014,November 2013,2014-11-01,Accommodation and food services,12,16100,16100
November 2014,December 2013,2014-12-01,Accommodation and food services,12,16200,16200
December 2014,January 2014,2015-01-01,Accommodation and food services,12,15800,15800
January 2015,February 2014,2015-02-01,Accommodation and food services,12,15000,15000
February 2015,March 2014,2015-03-01,Accommodation and food services,12,15100,15100
March 2015,April 2014,2015-04-01,Accommodation and food services,12,15700,15700
April 2015,May 2014,2015-05-01,Accommodation and food services,12,16300,16300
May 2015,June 2014,2015-06-01,Accommodation and food services,12,16700,16700
June 2015,July 2014,2015-07-01,Accommodation and food services,12,17000,17000
July 2015,August 2014,2015-08-01,Accommodation and food services,12,16900,16900
August 2015,September 2014,2015-09-01,Accommodation and food services,12,16300,16300
September 2015,October 2014,2015-10-01,Accommodation and food services,12,15600,15600
October 2015,November 2014,2015-11-01,Accommodation and food services,12,15000,15000
November 2015,December 2014,2015-12-01,Accommodation and food services,12,14600,14600
December 2015,January 2015,2016-01-01,Accommodation and food services,12,14700,14700
January 2016,February 2015,2016-02-01,Accommodation and food services,12,14500,14500
February 2016,March 2015,2016-03-01,Accommodation and food services,12,14400,14400
March 2016,April 2015,2016-04-01,Accommodation and food services,12,14400,14400
April 2016,May 2015,2016-05-01,Accommodation and food services,12,15000,15000
May 2016,June 2015,2016-06-01,Accommodation and food services,12,15400,15400
June 2016,July 2015,2016-07-01,Accommodation and food services,12,15100,15100
July 2016,August 2015,2016-08-01,Accommodation and food services,12,14800,14800
August 2016,September 2015,2016-09-01,Accommodation and food services,12,14300,14300
September 2016,October 2015,2016-10-01,Accommodation and food services,12,14700,14700
October 2016,November 2015,2016-11-01,Accommodation and food services,12,14900,14900
November 2016,December 2015,2016-12-01,Accommodation and food services,12,15400,15400
December 2016,January 2016,2017-01-01,Accommodation and food services,12,15200,15200
January 2017,February 2016,2017-02-01,Accommodation and food services,12,15800,15800
February 2017,March 2016,2017-03-01,Accommodation and food services,12,16100,16100
March 2017,April 2016,2017-04-01,Accommodation and food services,12,16200,16200
April 2017,May 2016,2017-05-01,Accommodation and food services,12,16000,16000
May 2017,June 2016,2017-06-01,Accommodation and food services,12,16000,16000
June 2017,July 2016,2017-07-01,Accommodation and food services,12,16000,16000
July 2017,August 2016,2017-08-01,Accommodation and food services,12,16200,16200
August 2017,September 2016,2017-09-01,Accommodation and food services,12,16200,16200
September 2017,October 2016,2017-10-01,Accommodation and food services,12,16200,16200
October 2017,November 2016,2017-11-01,Accommodation and food services,12,16000,16000
November 2017,December 2016,2017-12-01,Accommodation and food services,12,16500,16500
December 2017,January 2017,2018-01-01,Accommodation and food services,12,17200,17200
January 2018,February 2017,2018-02-01,Accommodation and food services,12,18100,18100
February 2018,March 2017,2018-03-01,Accommodation and food services,12,18800,18800
March 2018,April 2017,2018-04-01,Accommodation and food services,12,19400,19400
April 2018,May 2017,2018-05-01,Accommodation and food services,12,19300,19300
May 2018,June 2017,2018-06-01,Accommodation and food services,12,19100,19100
June 2018,July 2017,2018-07-01,Accommodation and food services,12,18700,18700
July 2018,August 2017,2018-08-01,Accommodation and food services,12,19100,19100
August 2018,September 2017,2018-09-01,Accommodation and food services,12,19400,19400
September 2018,October 2017,2018-10-01,Accommodation and food services,12,20000,20000
October 2018,November 2017,2018-11-01,Accommodation and food services,12,19700,19700
November 2018,December 2017,2018-12-01,Accommodation and food services,12,19900,19900
December 2018,January 2018,2019-01-01,Accommodation and food services,12,19500,19500
January 2019,February 2018,2019-02-01,Accommodation and food services,12,18900,18900
February 2019,March 2018,2019-03-01,Accommodation and food services,12,18500,18500
March 2019,April 2018,2019-04-01,Accommodation and food services,12,18000,18000
April 2019,May 2018,2019-05-01,Accommodation and food services,12,18600,18600
May 2019,June 2018,2019-06-01,Accommodation and food services,12,18600,18600
June 2019,July 2018,2019-07-01,Accommodation and food services,12,19200,19200
July 2019,August 2018,2019-08-01,Accommodation and food services,12,19700,19700
August 2019,September 2018,2019-09-01,Accommodation and food services,12,20200,20200
September 2019,October 2018,2019-10-01,Accommodation and food services,12,19900,19900
October 2019,November 2018,2019-11-01,Accommodation and food services,12,18900,18900
November 2019,December 2018,2019-12-01,Accommodation and food services,12,18300,18300
December 2019,January 2019,2020-01-01,Accommodation and food services,12,18200,18200
January 2020,February 2019,2020-02-01,Accommodation and food services,12,18200,18200
February 2020,March 2019,2020-03-01,Accommodation and food services,12,16800,16800
March 2020,April 2019,2020-04-01,Accommodation and food services,12,13300,13300
April 2020,May 2019,2020-05-01,Accommodation and food services,12,10600,10600
May 2020,June 2019,2020-06-01,Accommodation and food services,12,10300,10300
June 2020,July 2019,2020-07-01,Accommodation and food services,12,11800,11800
July 2020,August 2019,2020-08-01,Accommodation and food services,12,13900,13900
August 2020,September 2019,2020-09-01,Accommodation and food services,12,15300,15300
September 2020,October 2019,2020-10-01,Accommodation and food services,12,16900,16900
October 2020,November 2019,2020-11-01,Accommodation and food services,12,17700,17700
November 2020,December 2019,2020-12-01,Accommodation and food services,12,16200,16200
December 2020,January 2020,2021-01-01,Accommodation and food services,12,14600,14600
January 2021,February 2020,2021-02-01,Accommodation and food services,12,14600,14600
February 2021,March 2020,2021-03-01,Accommodation and food services,12,16200,16200
March 2021,April 2020,2021-04-01,Accommodation and food services,12,16900,16900
April 2021,May 2020,2021-05-01,Accommodation and food services,12,15200,15200
May 2021,June 2020,2021-06-01,Accommodation and food services,12,14100,14100
June 2021,July 2020,2021-07-01,Accommodation and food services,12,14300,14300
July 2021,August 2020,2021-08-01,Accommodation and food services,12,14400,14400
August 2021,September 2020,2021-09-01,Accommodation and food services,12,14100,14100
September 2021,October 2020,2021-10-01,Accommodation and food services,12,14000,14000
October 2021,November 2020,2021-11-01,Accommodation and food services,12,13800,13800
November 2021,December 2020,2021-12-01,Accommodation and food services,12,14500,14500
December 2021,January 2021,2022-01-01,Accommodation and food services,12,13700,13700
January 2022,February 2021,2022-02-01,Accommodation and food services,12,13700,13700
February 2022,March 2021,2022-03-01,Accommodation and food services,12,13400,13400
February 2006,March 2005,2006-03-01,"Business, building and other support services",12,13100,13100
March 2006,April 2005,2006-04-01,"Business, building and other support services",12,14000,14000
April 2006,May 2005,2006-05-01,"Business, building and other support services",12,13900,13900
May 2006,June 2005,2006-06-01,"Business, building and other support services",12,14400,14400
June 2006,July 2005,2006-07-01,"Business, building and other support services",12,14800,14800
July 2006,August 2005,2006-08-01,"Business, building and other support services",12,15300,15300
August 2006,September 2005,2006-09-01,"Business, building and other support services",12,15300,15300
September 2006,October 2005,2006-10-01,"Business, building and other support services",12,15100,15100
October 2006,November 2005,2006-11-01,"Business, building and other support services",12,15200,15200
November 2006,December 2005,2006-12-01,"Business, building and other support services",12,15100,15100
December 2006,January 2006,2007-01-01,"Business, building and other support services",12,14900,14900
January 2007,February 2006,2007-02-01,"Business, building and other support services",12,15000,15000
February 2007,March 2006,2007-03-01,"Business, building and other support services",12,14400,14400
March 2007,April 2006,2007-04-01,"Business, building and other support services",12,13700,13700
April 2007,May 2006,2007-05-01,"Business, building and other support services",12,13600,13600
May 2007,June 2006,2007-06-01,"Business, building and other support services",12,13800,13800
June 2007,July 2006,2007-07-01,"Business, building and other support services",12,14900,14900
July 2007,August 2006,2007-08-01,"Business, building and other support services",12,14900,14900
August 2007,September 2006,2007-09-01,"Business, building and other support services",12,14300,14300
September 2007,October 2006,2007-10-01,"Business, building and other support services",12,13600,13600
October 2007,November 2006,2007-11-01,"Business, building and other support services",12,13000,13000
November 2007,December 2006,2007-12-01,"Business, building and other support services",12,13300,13300
December 2007,January 2007,2008-01-01,"Business, building and other support services",12,12900,12900
January 2008,February 2007,2008-02-01,"Business, building and other support services",12,12100,12100
February 2008,March 2007,2008-03-01,"Business, building and other support services",12,11400,11400
